,name,id,sj_0,sj_1,in_offset,out_offset,dx,roughness,shape,g1,g2,g3,g4,Q_0,h_0,ctrl,A_s,A_c,C,dx_uk,dx_dk,C_uk,C_dk,friction_method
137,142,137,103,281,0,0,121.92,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
138,143,138,281,105,0,0,304.8,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
139,144,139,105,106,0,0,121.92,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
140,145,140,106,168,0,0,579.91248,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
141,146,141,160,168,0,0,121.92,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
142,147,142,161,167,0,0,381.9144,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
143,148,143,167,168,0,0,60.96,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
144,149,144,165,167,0,0,397.39824,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
145,150,145,166,165,0,0,96.37776,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
146,151,146,165,162,0,0,155.41752,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
147,152,147,107,106,0,0,396.24,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
148,153,148,108,107,0,0,274.32,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
149,154,149,109,108,0,0,91.44,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
150,155,150,111,109,0,0,213.36,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
151,156,151,112,111,0,0,121.92,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
152,157,152,113,112,0,0,121.92,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
153,158,153,114,113,0,0,182.88,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
154,159,154,115,114,0,0,274.32,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
155,160,155,123,114,0,0,274.32,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
156,161,156,122,123,0,0,243.84,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
157,162,157,126,125,0,0,640.08,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
158,163,158,127,126,0,0,60.96,120.0,force_main,0.4064,1e-05,0,0,0,0.4064,False,0.001,0,0,0,0,0,0,hw
159,164,159,116,127,0,0,60.96,120.0,force_main,0.4064,1e-05,0,0,0,0.4064,False,0.001,0,0,0,0,0,0,hw
160,165,160,116,115,0,0,182.88,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
161,166,161,115,107,0,0,621.67008,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
162,167,162,115,282,0,0,396.24,100.0,force_main,0.1016,1e-05,0,0,0,0.1016,False,0.001,0,0,0,0,0,0,hw
163,168,163,282,273,0,0,274.32,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
164,169,164,273,272,0,0,60.96,100.0,force_main,0.1016,1e-05,0,0,0,0.1016,False,0.001,0,0,0,0,0,0,hw
165,170,165,164,163,0,0,823.53912,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
166,171,166,163,162,0,0,461.25384,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
167,172,167,162,161,0,0,91.44,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
168,173,168,161,160,0,0,400.90344,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
169,174,169,159,160,0,0,519.0439200000001,100.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
170,175,170,158,159,0,0,396.24,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
